ProductKey,ProductName,ASIN,Brand,CategoryKey,SubCategory,UnitCost,ListPrice,LaunchDate,Status,VendorKey
724,Meadow UltraLight Sports Watch,B023329543,Meadow,22,Sports Watch,89.41,208.64,2019-02-07,Active,92
725,Cinder Signature Desk Organiser,B072179635,Cinder,11,Desk Organiser,153.35,378.22,2024-03-16,Active,9
726,Verve HeavyDuty Cordless Drill,B096986866,Verve,15,Cordless Drill,131.34,274.85,2022-05-05,Active,65
727,Roverly Smart Notebook Pack,B022525800,Roverly,11,Notebook Pack,18.34,29.93,2020-01-04,Active,12
728,Verve Smart Blender,B084125475,Verve,2,Blender,10.61,23.99,2020-09-21,Active,56
729,Alto UltraLight Controller,B054787557,Alto,17,Controller,162.45,357.03,2022-12-09,Active,52
730,Milbrook Portable Webcam,B041601658,Milbrook,1,Webcam,126.82,218.37,2019-07-11,Active,7
731,Meadow Everyday Sports Watch,B085260360,Meadow,22,Sports Watch,166.06,425.46,2025-03-29,Active,77
732,Cinder Smart Planner 2026,B039696625,Cinder,16,Planner 2026,46.28,90.88,2022-01-21,Active,143
733,Trailhead Pro Running Jacket,B045079500,Trailhead,7,Running Jacket,120.87,218.3,2020-10-26,Active,109
734,Milbrook Classic Capture Card,B098458610,Milbrook,17,Capture Card,22.7,36.51,2024-02-24,Active,71
735,Halcyon Advanced BBQ Grill,B041849424,Halcyon,19,BBQ Grill,50.84,122.01,2020-08-20,Active,33
736,Cinder Classic Running Shoes,B023327766,Cinder,8,Running Shoes,52.91,105.71,2022-03-05,Discontinued,125
737,Wrenfield EcoFriendly Yoga Mat,B081183863,Wrenfield,5,Yoga Mat,157.71,232.1,2025-08-20,Active,38
738,Orin Portable Paint Sprayer,B012644046,Orin,15,Paint Sprayer,135.67,223.85,2020-05-17,Active,140
739,Wrenfield Everyday Office Chair,B062842611,Wrenfield,9,Office Chair,144.33,248.72,2019-08-24,Active,62
740,Sundial Compact Nappy Bag,B021592789,Sundial,13,Nappy Bag,138.97,239.3,2024-02-25,Active,138
741,Lumen HeavyDuty Action Camera,B097793077,Lumen,23,Action Camera,102.94,212.39,2025-03-18,Active,8
742,Pallet Pro Ring Light,B076413671,Pallet,23,Ring Light,108.77,222.66,2024-03-24,Active,123
743,Wrenfield Compact Camera Bag,B011732141,Wrenfield,23,Camera Bag,179.45,343.9,2025-06-23,Active,118
744,Kestrel Portable Controller,B025487103,Kestrel,17,Controller,44.55,99.0,2021-12-03,Active,17
745,Kestrel Classic Laptop Stand,B044574778,Kestrel,11,Laptop Stand,146.82,215.3,2025-03-16,Active,138
746,Lumen Deluxe Skincare Set,B083580900,Lumen,3,Skincare Set,174.53,393.87,2021-09-22,Active,104
747,Fjord Essential Drum Pad,B053151442,Fjord,18,Drum Pad,108.28,214.29,2025-12-21,Restricted,16
748,Sundial Pro Travel Backpack,B024165740,Sundial,20,Travel Backpack,151.26,241.47,2025-09-09,Active,110
749,Alto Premium Baby Monitor,B096865798,Alto,13,Baby Monitor,82.09,202.73,2019-11-07,Active,93
750,Milbrook Everyday Car Vacuum,B048177208,Milbrook,12,Car Vacuum,10.33,22.62,2023-10-30,Active,83
751,Meadow Essential Noise-Cancelling Headphones,B086588486,Meadow,1,Noise-Cancelling Headphones,40.37,98.86,2022-08-06,Active,128
752,Vireo Signature Jump Starter,B039697894,Vireo,12,Jump Starter,40.86,83.54,2023-04-19,Active,29
753,Sundial Portable Desk Organiser,B085240390,Sundial,11,Desk Organiser,123.0,306.18,2023-07-18,Active,77
754,Orin Compact Toiletry Bag,B017249433,Orin,20,Toiletry Bag,162.69,408.58,2020-07-26,Active,103
755,Milbrook Deluxe Phone Mount,B014294329,Milbrook,12,Phone Mount,160.34,312.97,2023-12-16,Restricted,57
756,Meadow Portable Paint Sprayer,B021954802,Meadow,15,Paint Sprayer,176.35,394.25,2019-07-12,Active,10
757,Northline EcoFriendly Mouse Pad XL,B047387970,Northline,17,Mouse Pad XL,59.84,118.51,2021-12-11,Active,31
758,Pallet Premium Knife Set,B057350357,Pallet,2,Knife Set,136.87,348.5,2021-03-31,Active,2
759,Alto Pro Jump Starter,B059231332,Alto,12,Jump Starter,148.1,228.08,2022-02-15,Active,14
760,Pallet Premium Drum Pad,B015280156,Pallet,18,Drum Pad,128.4,321.52,2022-09-25,Active,88
761,Northline Smart Ring Light,B027410605,Northline,23,Ring Light,164.62,403.08,2023-08-13,Active,141
762,Halcyon Essential Bluetooth Speaker,B055739326,Halcyon,1,Bluetooth Speaker,143.13,278.35,2021-01-20,Active,48
763,Cinder HeavyDuty Calligraphy Set,B093496276,Cinder,25,Calligraphy Set,166.05,348.36,2025-02-02,Active,84
764,Vireo Smart Knife Set,B012931659,Vireo,2,Knife Set,24.55,38.17,2025-11-06,Active,23
765,Halcyon Classic Charm Bracelet,B051849877,Halcyon,21,Charm Bracelet,14.05,31.01,2020-03-09,Active,125
766,Sundial UltraLight Cat Tree,B051133161,Sundial,10,Cat Tree,96.31,210.17,2021-01-08,Active,46
767,Cinder Classic Slow Cooker,B012627014,Cinder,24,Slow Cooker,16.52,29.98,2020-07-04,Active,52
768,Wrenfield Portable Baby Monitor,B012648191,Wrenfield,13,Baby Monitor,170.82,253.35,2020-12-13,Active,10
769,Lumen Compact Bed Frame,B094815170,Lumen,9,Bed Frame,43.91,93.19,2019-07-17,Active,15
770,Trailhead Pro Ring Set,B055110158,Trailhead,21,Ring Set,37.36,92.3,2024-10-19,Active,116
771,Vireo UltraLight Office Chair,B023224541,Vireo,9,Office Chair,46.13,87.72,2024-05-11,Active,139
772,Northline Compact Running Jacket,B039159511,Northline,7,Running Jacket,146.27,272.89,2020-04-15,Active,140
773,Northline Compact Sneakers,B054641994,Northline,8,Sneakers,26.94,48.89,2022-07-17,Active,95
774,Halcyon UltraLight Dive Watch,B057366565,Halcyon,22,Dive Watch,48.56,100.34,2022-09-21,Active,75
775,Milbrook Wireless Craft Storage Box,B079335081,Milbrook,25,Craft Storage Box,94.99,193.35,2023-05-09,Active,131
776,Trailhead Classic Drum Pad,B013561497,Trailhead,18,Drum Pad,42.33,93.65,2020-03-01,Active,56
777,Trailhead Classic Nappy Bag,B026810950,Trailhead,13,Nappy Bag,55.87,116.51,2021-01-12,Active,137
778,Verve Advanced Toaster,B032403427,Verve,24,Toaster,144.53,248.68,2021-09-05,Active,45
779,Orin Smart Seat Cover Set,B067033002,Orin,12,Seat Cover Set,81.21,134.97,2021-05-23,Active,134
780,Roverly Advanced Phone Mount,B060856306,Roverly,12,Phone Mount,44.61,78.04,2021-06-15,Active,125
781,Fjord Classic Ergonomic Mouse,B032986990,Fjord,11,Ergonomic Mouse,19.79,50.54,2021-03-08,Active,82
782,Trailhead Smart Knife Set,B026450961,Trailhead,2,Knife Set,64.65,103.0,2024-06-19,Active,88
783,Orin Premium Journal,B040948393,Orin,16,Journal,104.35,254.01,2025-09-07,Active,111
784,Basecamp Smart Packing Cubes,B087140535,Basecamp,20,Packing Cubes,54.58,112.95,2026-02-13,Active,25
785,Lumen Smart BBQ Grill,B012956156,Lumen,19,BBQ Grill,104.73,272.2,2024-10-08,Active,51
786,Basecamp Deluxe Winter Coat,B037217933,Basecamp,7,Winter Coat,54.19,127.42,2023-01-05,Active,79
787,Sundial Pro Sewing Kit,B035802855,Sundial,25,Sewing Kit,94.0,222.59,2020-12-16,Active,101
788,Wrenfield Signature Label Printer,B023458496,Wrenfield,11,Label Printer,107.51,168.35,2019-10-04,Active,61
789,Orin Classic Nursery Lamp,B092872673,Orin,13,Nursery Lamp,169.65,412.97,2020-06-28,Active,10
790,Halcyon Premium Shaver,B011480175,Halcyon,3,Shaver,59.78,117.22,2020-06-23,Active,145
791,Halcyon Compact Ergonomic Mouse,B027881404,Halcyon,11,Ergonomic Mouse,106.05,228.37,2021-09-18,Active,31
792,Orin Signature Office Chair,B035828037,Orin,9,Office Chair,79.03,142.29,2025-06-20,Active,145
793,Sundial Pro Ring Light,B077658520,Sundial,23,Ring Light,87.98,136.99,2025-07-31,Active,34
794,Lumen Classic Bookshelf,B095225163,Lumen,9,Bookshelf,45.2,66.53,2023-04-17,Restricted,72
795,Roverly Portable Electric Toothbrush,B011199217,Roverly,3,Electric Toothbrush,94.03,235.28,2022-09-10,Active,123
796,Milbrook Essential Ring Light,B072072733,Milbrook,23,Ring Light,174.37,435.52,2025-02-03,Discontinued,115
797,Alto Everyday Protein Powder,B057670630,Alto,6,Protein Powder,93.32,175.58,2023-07-05,Discontinued,70
798,Sundial EcoFriendly Cookware Set,B050401561,Sundial,2,Cookware Set,52.43,130.63,2022-02-25,Active,89
799,Trailhead Signature Pet Carrier,B020531544,Trailhead,10,Pet Carrier,97.7,172.35,2026-01-16,Active,144
800,Halcyon HeavyDuty Ergonomic Mouse,B079167585,Halcyon,11,Ergonomic Mouse,92.54,138.76,2024-11-02,Active,41
